accident_id,accident_date,accident_time,hour_of_day,month,location_id,location_name,zone,road_type,severity,weather_condition,lighting_condition,vehicle_type,reported_cause,casualties,latitude,longitude
ACC-0825,2026-03-05,15:05,15,2026-03,L004,School Gate Road,north,local_road,critical,clear,night_lit,auto_rickshaw,tailgating,3,28.63874739040435,77.19300549286633
ACC-1476,2026-04-21,07:25,7,2026-04,L004,School Gate Road,north,arterial,minor,rain,daylight,truck,sudden_lane_change,0,28.64341547688156,77.19526197238991
ACC-0931,2026-05-11,05:10,5,2026-05,L009,Hospital Service Road,central,junction,moderate,fog,daylight,two_wheeler,wet_surface,1,28.616591192567867,77.21368862678493
ACC-1775,2026-04-08,11:05,11,2026-04,L004,School Gate Road,north,junction,moderate,cloudy,daylight,cycle,overspeeding,0,28.64125021278223,77.20587930294882
ACC-1424,2026-01-18,17:40,17,2026-01,L008,Old Bridge Approach,north,bridge_approach,minor,clear,dusk,bus,overspeeding,0,28.65598895862778,77.21693565408822
ACC-0605,2026-06-03,22:30,22,2026-06,L003,Market Ring Road,central,local_road,minor,cloudy,daylight,car,wrong_side_entry,0,28.60640919501793,77.22947900308988
ACC-1749,2026-06-19,18:55,18,2026-06,L002,Riverside Flyover,east,flyover,moderate,fog,night_poor_light,two_wheeler,overspeeding,1,28.621986769485165,77.23794161632715
ACC-1547,2026-03-12,18:50,18,2026-03,L006,Industrial Belt Exit,south,arterial,moderate,clear,daylight,two_wheeler,low_visibility,0,28.577742337239314,77.23933718058623
ACC-0654,2026-04-14,22:10,22,2026-04,L005,Metro Link Turn,west,local_road,minor,wind,daylight,two_wheeler,wet_surface,0,28.592263644723314,77.1843002031974
ACC-1115,2026-01-14,21:15,21,2026-01,L002,Riverside Flyover,east,flyover,minor,clear,dusk,truck,low_visibility,0,28.62614245547906,77.23364798384566
ACC-0904,2026-02-14,23:40,23,2026-02,L001,Maple Junction,central,arterial,minor,fog,daylight,two_wheeler,pedestrian_conflict,1,28.607898414582237,77.21846323972106
ACC-0200,2026-03-30,12:00,12,2026-03,L001,Maple Junction,central,signalized_crossing,minor,wind,night_lit,two_wheeler,wrong_side_entry,1,28.612709600993412,77.20978159706314
ACC-1231,2026-02-03,14:45,14,2026-02,L003,Market Ring Road,central,junction,minor,cloudy,dusk,cycle,signal_violation,0,28.608970815736434,77.2306920596548
ACC-1327,2026-00-15,14:20,14,2026-01,L010,Airport Link Signal,east,junction,minor,cloudy,night_poor_light,two_wheeler,wrong_side_entry,0,28.63372378209004,77.26409608537001
ACC-1825,2026-02-30,03:00,3,2026-05,L010,Airport Link Signal,east,local_road,minor,rain,night_lit,two_wheeler,wrong_side_entry,0,28.63773751776578,77.26309123108466
ACC-1184,2026-01-14,18:45,18,2026-01,L005,Metro Link Turn,west,junction,moderate,clear,night_poor_light,bus,wrong_side_entry,1,28.597053594539677,77.1884420186538
ACC-0629,2026-06-24,14:50,14,2026-06,L002,Riverside Flyover,east,flyover,moderate,clear,daylight,truck,overspeeding,0,28.62339856926445,77.23116741570402
ACC-0627,2026-05-30,14:35,14,2026-05,L008,Old Bridge Approach,north,bridge_approach,major,rain,daylight,car,wrong_side_entry,1,28.65610795648412,77.21782110719731
ACC-0957,2026-03-11,17:20,17,2026-03,L002,Riverside Flyover,east,flyover,moderate,clear,night_poor_light,car,tailgating,0,28.619722094751857,77.2428924320679
ACC-1338,2026-06-19,23:15,23,2026-06,L008,Old Bridge Approach,north,bridge_approach,minor,clear,daylight,two_wheeler,wet_surface,0,28.646169899198835,77.21324919671997
ACC-1757,2026-04-14,07:55,7,2026-04,L012,Green Park Turn,west,junction,critical,rain,daylight,cycle,low_visibility,3,28.580156212196204,77.19736446343558
ACC-1821,2026-01-19,22:35,22,2026-01,L001,Maple Junction,central,arterial,minor,rain,daylight,bus,low_visibility,0,28.61645418922123,77.2210106850109
ACC-0804,2026-05-23,22:25,22,2026-05,L005,Metro Link Turn,west,local_road,minor,clear,night_lit,bus,signal_violation,0,28.59644314063841,77.17807203971306
ACC-1212,2026-06-17,00:40,0,2026-06,L008,Old Bridge Approach,north,bridge_approach,moderate,clear,dusk,auto_rickshaw,overspeeding,1,28.65566842718611,77.22063562234354
ACC-0340,2026-05-10,17:40,17,2026-05,L002,Riverside Flyover,east,flyover,moderate,clear,night_poor_light,two_wheeler,low_visibility,0,28.617744708140556,77.23153778396035
ACC-1639,2026-04-10,04:15,4,2026-04,L001,Maple Junction,central,junction,moderate,clear,daylight,truck,wet_surface,1,28.611529313270204,77.21412984152336
ACC-0256,2026-04-23,09:10,9,2026-04,L001,Maple Junction,central,junction,moderate,fog,,car,low_visibility,0,28.61062465823239,77.21234067611094
ACC-1489,2026-03-13,17:35,17,2026-03,L012,Green Park Turn,west,local_road,moderate,clear,daylight,cycle,tailgating,1,28.576301515096496,77.19537560516265
ACC-1602,2026-05-02,17:45,17,2026-05,L004,School Gate Road,north,arterial,minor,clear,night_lit,car,wrong_side_entry,0,28.637810017536744,77.19639011764467
ACC-0226,2026-06-27,00:45,0,2026-06,L008,Old Bridge Approach,north,bridge_approach,major,clear,night_lit,car,wet_surface,1,28.649338225920918,77.22671385362248
ACC-0124,2026-01-13,11:05,11,2026-01,L006,Industrial Belt Exit,south,highway_ramp,minor,rain,night_lit,bus,pedestrian_conflict,0,28.56566984838124,77.24062135638479
ACC-1543,2026-03-25,10:00,10,2026-03,L001,Maple Junction,central,arterial,minor,rain,daylight,cycle,sudden_lane_change,0,28.61784729718769,77.20989576635212
ACC-1657,2026-04-19,08:20,8,2026-04,L006,Industrial Belt Exit,south,junction,critical,fog,night_lit,auto_rickshaw,overspeeding,3,28.56348415724469,77.23644829403473
ACC-0381,2026-05-20,20:55,20,2026-05,L008,Old Bridge Approach,north,bridge_approach,minor,wind,night_lit,car,tailgating,0,28.646087225747056,77.21787264263355
ACC-0406,2026-05-30,11:45,11,2026-05,L006,Industrial Belt Exit,south,local_road,moderate,clear,dusk,auto_rickshaw,overspeeding,0,28.571010349150622,77.24453122099143
ACC-1949,2026-06-01,15:10,15,2026-06,L001,Maple Junction,central,arterial,moderate,fog,night_lit,truck,overspeeding,0,28.60514486899663,77.22114822211951
ACC-1568,2026-03-08,00:35,0,2026-03,L010,Airport Link Signal,east,arterial,major,clear,night_poor_light,two_wheeler,pedestrian_conflict,1,28.625469625763913,77.26155587394747
ACC-0992,,03:05,3,2026-05,L003,Market Ring Road,central,local_road,moderate,fog,night_lit,truck,signal_violation,1,28.60043532072552,77.21920436437756
ACC-0925,2026-01-28,02:50,2,2026-01,L005,Metro Link Turn,west,local_road,minor,rain,daylight,car,signal_violation,1,28.59987600830219,77.1871111188358
ACC-1015,2026-01-04,01:10,1,2026-01,L001,Maple Junction,central,arterial,minor,clear,daylight,bus,wet_surface,0,28.61169847102935,77.21856256151929
ACC-1871,2026-04-02,21:30,21,2026-04,L003,Market Ring Road,central,local_road,minor,wind,dusk,car,low_visibility,0,28.59977783067829,77.21719164279938
ACC-1514,2026-02-09,14:35,14,2026-02,L004,School-Gate Road,north,local_road,minor,clear,dusk,car,overspeeding,0,28.631015963316575,77.20133780807804
ACC-0974,2026-02-16,12:50,12,2026-02,L003,Market Ring Road,central,arterial,moderate,,night_lit,car,pedestrian_conflict,0,28.606202417352904,77.22719064949433
ACC-1411,2026-03-23,18:40,18,2026-03,L009,Hospital Service Road,central,junction,minor,fog,dusk,two_wheeler,tailgating,0,28.622593349886806,77.2157208708349
ACC-1014,2026-01-12,08:20,8,2026-01,L011,Depot Crossing,south,local_road,major,fog,dusk,two_wheeler,tailgating,1,28.561730172847124,77.217683500461
ACC-1442,2026-05-02,21:30,21,2026-05,L004,School Gate Road,north,arterial,major,wind,daylight,bus,sudden_lane_change,2,28.638862448175946,77.20892745038591
ACC-0616,2026-03-23,04:05,4,2026-03,L001,Maple Junction,central,arterial,major,clear,dusk,two_wheeler,signal_violation,2,28.605658016424776,77.22229719933705
ACC-0565,2026-03-29,16:20,16,2026-03,L003,Market Ring Road,central,junction,moderate,fog,daylight,two_wheeler,tailgating,0,28.59828030388913,77.22219412080021
ACC-1374,2026-04-21,07:55,7,2026-04,L006,Industrial Belt Exit,south,local_road,minor,clear,dusk,bus,sudden_lane_change,0,28.566480158159628,77.23803343564127
ACC-1838,2026-06-02,14:15,14,2026-06,L001,Maple Junction,central,local_road,minor,cloudy,dusk,car,sudden_lane_change,0,28.61511805054208,77.22129094970802
ACC-0961,2026-06-24,05:35,5,2026-06,L001,Maple Junction,central,local_road,minor,fog,dusk,truck,low_visibility,0,28.617120026962475,77.21178783566104
ACC-0702,2026-06-28,19:00,19,2026-06,L004,School Gate Road,north,local_road,minor,rain,daylight,car,wrong_side_entry,0,28.634313737757193,77.19339493614548
ACC-1026,2026-06-18,17:20,17,2026-06,L012,Green Park Turn,west,arterial,moderate,,night_lit,two_wheeler,wet_surface,0,28.57709064791908,77.19273810522971
ACC-1635,2026-05-01,21:20,21,2026-05,L009,Hospital Service Road,central,arterial,minor,clear,night_poor_light,cycle,signal_violation,0,28.6151489310765,77.21385876210952
ACC-0991,2026-02-01,08:15,8,2026-02,L010,Airport Link Signal,east,junction,minor,clear,dusk,two_wheeler,tailgating,0,28.632143643179134,77.25800098907274
ACC-1767,2026-04-03,12:05,12,2026-04,L003,Market Ring Road,central,arterial,minor,clear,night_lit,bus,signal_violation,0,28.60424724962757,77.2325684254298
ACC-0448,2026-04-27,10:45,10,2026-04,L001,Maple Junction,central,local_road,moderate,rain,dusk,car,tailgating,0,28.607900941736204,77.21569642301704
ACC-0536,2026-02-24,08:40,8,2026-02,L010,Airport Link Signal,east,local_road,moderate,clear,,truck,wrong_side_entry,0,28.64016604470828,77.26181286354193
ACC-0366,2026-04-14,22:35,22,2026-04,L005,Metro Link Turn,west,arterial,major,wind,night_lit,bus,overspeeding,1,28.604936109056688,77.183714980158
ACC-0131,,06:40,6,2026-06,L003,Market Ring Road,central,junction,minor,clear,daylight,bus,low_visibility,0,28.604341465070917,77.2218881479175
ACC-1284,2026-02-06,05:35,5,2026-02,L011,Depot Crossing,south,arterial,moderate,clear,night_lit,car,low_visibility,0,28.559774222023883,77.2212401667016
ACC-0840,2026-05-20,18:05,18,2026-05,L005,Metro Link Turn,west,junction,major,clear,daylight,bus,wrong_side_entry,2,28.59271553659805,77.1790660505137
ACC-0606,2026-02-06,05:10,5,2026-02,L007,Lakeview Avenue,west,junction,major,fog,daylight,cycle,low_visibility,1,28.585454742079843,77.18034490823378
ACC-1780,2026-04-23,00:25,0,2026-04,L008,Old Bridge Approach,north,bridge_approach,moderate,clear,night_poor_light,car,tailgating,0,28.64154347650023,77.21517023723018
ACC-0505,2026-06-06,08:40,8,2026-06,L001,Maple Junction,central,arterial,minor,clear,night_lit,cycle,sudden_lane_change,0,28.618396708951085,77.20978396734336
ACC-0932,2026-05-17,17:55,17,2026-05,L002,Riverside Flyover,east,flyover,moderate,cloudy,dusk,truck,pedestrian_conflict,0,28.626298071981484,77.2316636991219
ACC-0674,2026-05-16,06:00,6,2026-05,L008,Old Bridge Approach,north,bridge_approach,minor,clear,night_poor_light,truck,signal_violation,0,28.64137608981326,77.21149755910584
ACC-1791,2026-06-27,14:05,14,2026-06,L012,Green Park Turn,west,junction,minor,clear,night_poor_light,bus,pedestrian_conflict,0,28.582061951699334,77.18984480511524
ACC-1873,2026-03-08,08:30,8,2026-03,L006,industrial belt exit,south,junction,minor,cloudy,night_lit,cycle,overspeeding,0,28.572858107915508,77.237188232463
ACC-0976,2026-03-25,08:35,8,2026-03,L007,Lakeview Avenue,west,junction,moderate,rain,dusk,cycle,pedestrian_conflict,0,28.59301044562781,77.1737037782612
ACC-1078,2026-01-15,14:00,14,2026-01,L002,Riverside Flyover,east,flyover,minor,rain,daylight,cycle,tailgating,0,28.623348703694383,77.23330634556615
ACC-0599,2026-02-17,22:45,22,2026-02,L010,Airport Link Signal,east,junction,minor,cloudy,daylight,car,wet_surface,0,28.631458468750157,77.25797094594348
ACC-1889,2026-04-10,18:50,18,2026-04,L005,Metro Link Turn,west,arterial,minor,clear,daylight,car,sudden_lane_change,0,28.59591757703534,77.18862735229337
ACC-0533,2026-01-21,20:30,20,2026-01,L011,Depot Crossing,south,junction,minor,clear,night_lit,car,overspeeding,0,28.568007706554305,77.22281405155424
ACC-0485,2026-03-15,17:30,17,2026-03,L006,Industrial Belt Exit,south,highway_ramp,moderate,wind,dusk,bus,overspeeding,0,28.57525923172191,77.2473821020225
ACC-0496,2026-01-09,06:45,6,2026-01,L003,Market Ring Road,central,local_road,major,clear,daylight,cycle,overspeeding,2,28.60819271437958,77.22376101260174
ACC-1080,2026-06-21,20:15,20,2026-06,L011,Depot Crossing,south,local_road,minor,rain,night_poor_light,auto_rickshaw,tailgating,0,28.562364572231427,77.2174108328287
ACC-1573,2026-03-22,19:00,19,2026-03,L010,Airport Link Signal,east,local_road,moderate,clear,night_lit,cycle,sudden_lane_change,1,28.625487183512497,77.26115373768047
ACC-1585,2026-03-20,08:50,8,2026-03,L006,Industrial Belt Exit,south,arterial,minor,fog,dusk,truck,tailgating,0,28.566135747267612,77.24046637988212
ACC-0922,2026-03-27,08:55,8,2026-03,L006,Industrial Belt Exit,south,local_road,major,clear,night_lit,truck,sudden_lane_change,2,28.564693933561124,77.2485865558186
ACC-1519,2026-05-16,04:00,4,2026-05,L006,Industrial Belt Exit,south,arterial,moderate,clear,night_poor_light,bus,wrong_side_entry,1,28.57193599413719,77.24744621490886
ACC-1269,2026-03-11,04:50,4,2026-03,L007,Lakeview Avenue,west,junction,minor,clear,night_poor_light,auto_rickshaw,signal_violation,0,28.588354663294584,77.17338689379407
ACC-1930,2026-01-26,19:30,19,2026-01,L010,Airport Link Signal,east,local_road,minor,wind,night_lit,car,signal_violation,0,28.63329343334764,77.26194205789541
ACC-0250,2026-05-03,18:05,18,2026-05,L002,Riverside Flyover,east,flyover,minor,clear,daylight,truck,sudden_lane_change,0,28.626120775157773,77.23144287458064
ACC-1405,2026-06-19,06:25,6,2026-06,L009,Hospital Service Road,central,junction,major,rain,night_poor_light,car,tailgating,2,28.61653781653928,77.20675242994311
ACC-0624,2026-01-13,09:50,9,2026-01,L011,Depot Crossing,south,signalized_crossing,major,wind,daylight,bus,overspeeding,1,28.5726123899633,77.21455145250226
ACC-0901,2026-02-28,17:30,17,2026-02,L001,Maple Junction,central,arterial,moderate,clear,daylight,two_wheeler,wet_surface,0,28.607665842873665,77.21594224810002
ACC-0326,2026-01-06,08:15,8,2026-01,L005,Metro Link Turn,west,junction,major,clear,dusk,bus,signal_violation,2,28.59678050106464,77.18692381516055
ACC-1414,2026-06-09,11:05,11,2026-06,L009,Hospital Service Road,central,junction,moderate,rain,night_lit,truck,sudden_lane_change,1,28.622510304823713,77.20746467698874
ACC-0393,2026-01-04,13:45,13,2026-01,L004,School Gate Road,north,junction,minor,clear,,car,low_visibility,0,28.636098489087065,77.20493531899444
ACC-1459,2026-05-20,19:40,19,2026-05,L002,Riverside Flyover,east,flyover,minor,clear,night_lit,car,low_visibility,0,28.626258682389462,77.23382643075912
ACC-1204,2026-06-26,07:55,7,2026-01,L003,Market Ring Road,central,junction,moderate,fog,dusk,two_wheeler,wrong_side_entry,0,28.6029660470954,77.2256196167866
ACC-1910,2026-01-13,15:50,15,2026-01,L008,Old Bridge Approach,north,bridge_approach,minor,clear,night_poor_light,truck,overspeeding,0,28.651974457976063,77.21825402987989
ACC-1300,2026-04-12,18:00,18,2026-04,L009,Hospital Service Road,central,service_road,minor,clear,dusk,truck,wet_surface,0,28.627616239286535,77.200797126003
ACC-0500,2026-04-16,06:55,6,2026-04,L008,Old Bridge Approach,north,bridge_approach,minor,clear,night_poor_light,car,wet_surface,0,28.642835341819186,77.21100057138835
ACC-0730,2026-06-24,02:00,2,2026-06,L008,Old Bridge Approach,north,bridge_approach,critical,clear,daylight,car,overspeeding,2,28.65427953132346,77.21122015874545
ACC-0394,2026-04-03,04:40,4,2026-04,L003,Market Ring Road,central,junction,minor,cloudy,night_poor_light,car,,0,28.600835785662433,77.21898642212565
ACC-1107,2026-01-28,19:10,19,2026-01,L006,Industrial Belt Exit,south,highway_ramp,minor,fog,night_poor_light,auto_rickshaw,sudden_lane_change,0,28.570242164733397,77.25133330371918
ACC-0263,2026-02-20,20:40,20,2026-02,L010,Airport Link Signal,east,junction,moderate,clear,dusk,car,wrong_side_entry,1,28.633535758862322,77.2675789102224
ACC-1336,2026-04-15,02:40,2,2026-04,L003,Market Ring Road,central,local_road,major,clear,dusk,truck,low_visibility,2,28.61092635342584,77.23176477103758
ACC-0081,2026-01-29,04:15,4,2026-01,L004,School Gate Road,north,arterial,moderate,rain,night_lit,auto_rickshaw,signal_violation,0,28.640277417430184,77.2001995919306
ACC-1236,2026-06-22,06:10,6,2026-06,L001,Maple Junction,central,signalized_crossing,minor,clear,dusk,car,tailgating,0,28.604046752106967,77.21076034254259
ACC-0156,2026-06-21,16:10,16,2026-06,L001,Maple Junction,central,local_road,minor,clear,daylight,auto_rickshaw,tailgating,0,28.611535111247193,77.22131803973448
ACC-1362,,11:00,11,2026-01,L010,Airport Link Signal,east,local_road,minor,clear,night_poor_light,car,low_visibility,0,28.635514130039773,77.26626843690259
ACC-0889,2026-06-06,18:35,18,2026-06,L002,Riverside Flyover,east,flyover,moderate,clear,night_poor_light,car,sudden_lane_change,0,28.612216739827776,77.24392185199032
ACC-0187,2026-02-28,18:55,18,2026-02,L005,Metro Link Turn,west,arterial,major,rain,night_lit,auto_rickshaw,low_visibility,2,28.593143505308166,77.1875986323314
ACC-1372,2026-02-01,13:45,13,2026-02,L003,Market Ring Road,central,junction,critical,rain,night_lit,two_wheeler,tailgating,3,28.600441662730216,77.22690715581136
ACC-1497,2026-01-10,10:05,10,2026-01,L009,Hospital Service Road,central,local_road,minor,wind,dusk,cycle,overspeeding,0,28.61500011740269,77.21189106731283
ACC-0076,2026-02-26,10:55,10,2026-02,L004,School Gate Road,north,junction,major,clear,night_poor_light,truck,wet_surface,2,28.634267531132835,77.19432178410614
ACC-0711,2026-06-06,17:40,17,2026-06,L006,Industrial Belt Exit,south,highway_ramp,moderate,rain,daylight,auto_rickshaw,low_visibility,1,28.570562564946446,77.24324013523564
ACC-1613,2026-03-25,17:00,17,2026-03,L003,Market Ring Road,central,junction,moderate,clear,dusk,auto_rickshaw,signal_violation,0,28.601261440047523,77.23163405288761
ACC-1384,2026-04-26,08:55,8,2026-04,L001, Maple Junction,central,junction,minor,cloudy,dusk,truck,wrong_side_entry,0,28.619883207802356,77.21144851191237
ACC-1596,2026-03-29,13:00,13,2026-03,L002,Riverside Flyover,east,flyover,minor,clear,night_poor_light,cycle,sudden_lane_change,0,28.620797746239596,77.23066670863942
ACC-0767,2026-03-14,05:50,5,2026-03,L008,Old Bridge Approach,north,bridge_approach,major,fog,dusk,two_wheeler,pedestrian_conflict,1,28.645030888657963,77.21407265445914
ACC-1536,2026-01-15,22:40,22,2026-01,L006,Industrial Belt Exit,south,junction,moderate,clear,night_poor_light,two_wheeler,tailgating,1,28.57477946716872,77.23898700648675
ACC-0334,2026-03-12,23:40,23,2026-03,L012,Green Park Turn,west,arterial,moderate,fog,daylight,truck,tailgating,0,28.57974019233834,77.1861158120594
ACC-0749,2026-04-17,18:15,18,2026-04,L007,Lakeview Avenue,west,collector_road,critical,rain,dusk,truck,sudden_lane_change,2,28.58925061359332,77.1710494067333
ACC-0939,2026-06-04,00:00,0,2026-06,L003,Market Ring Road,central,local_road,moderate,clear,night_poor_light,bus,overspeeding,1,28.60664902816405,77.22512962898386
ACC-0644,2026-06-22,08:40,8,2026-06,L004,School Gate Road,north,arterial,major,fog,dusk,cycle,wet_surface,2,28.644256763170997,77.19968381857772
ACC-0245,2026-05-07,20:15,20,2026-05,L008,Old Bridge Approach,north,bridge_approach,moderate,wind,night_lit,bus,low_visibility,0,28.64607993937347,77.2199174447695
ACC-0300,2026-06-05,10:30,10,2026-06,L012,Green Park Turn,west,arterial,minor,wind,dusk,truck,signal_violation,0,28.58384498063567,77.18649685227922
ACC-0337,2026-06-04,10:10,10,2026-06,L011,Depot Crossing,south,junction,major,fog,night_poor_light,truck,low_visibility,1,28.566336758255723,77.22854603767445
ACC-0246,2026-03-14,09:45,9,2026-03,L012,Green Park Turn,west,arterial,critical,clear,night_lit,car,overspeeding,3,28.578871144088133,77.19368967218006
ACC-0073,2026-06-20,14:40,14,2026-06,L006,Industrial Belt Exit,south,junction,moderate,clear,daylight,two_wheeler,low_visibility,0,28.573629940827875,77.23736982327979
ACC-0222,2026-03-21,17:15,17,2026-03,L011,Depot Crossing,south,arterial,moderate,fog,dusk,two_wheeler,overspeeding,0,28.557168893098844,77.22137305984681
ACC-0425,2026-06-08,01:05,1,2026-06,L003,Market Ring Road,central,arterial,critical,rain,daylight,two_wheeler,signal_violation,3,28.604752240189836,77.22579757776916
ACC-0634,2026-05-02,15:05,15,2026-05,L004,School Gate Road,north,junction,major,clear,daylight,bus,tailgating,1,28.645149140631176,77.20108951354784
ACC-0984,2026-06-23,09:35,9,2026-06,L010,Airport Link Signal,east,local_road,minor,rain,night_lit,cycle,wet_surface,0,28.62703042736219,77.25941774348968
ACC-1558,2026-03-15,08:50,8,2026-03,L011, Depot Crossing,south,local_road,minor,fog,dusk,car,pedestrian_conflict,0,28.570414896372476,77.21802761710923
ACC-0479,2026-01-13,12:35,12,2026-01,L004,School Gate Road,north,arterial,major,clear,night_poor_light,cycle,overspeeding,2,28.634695576739777,77.20622698269811
ACC-0725,2026-03-16,09:15,9,2026-03,L004,School Gate Road,north,local_road,critical,clear,night_lit,auto_rickshaw,pedestrian_conflict,3,28.639592735034416,77.19460196189434
ACC-1671,2026-06-30,18:35,18,2026-06,L006,Industrial Belt Exit,south,highway_ramp,critical,clear,dusk,auto_rickshaw,signal_violation,2,28.56614579487011,77.24910482155514
ACC-1438,2026-03-08,20:25,20,2026-03,L004,School Gate Road,north,arterial,critical,fog,daylight,auto_rickshaw,tailgating,3,28.640609705767417,77.20388731033987
ACC-1684,2026-02-08,15:35,15,2026-02,L010,Airport Link Signal,east,junction,major,fog,daylight,two_wheeler,,1,28.63237641557439,77.26515521325146
ACC-0294,2026-03-02,09:45,9,2026-03,L003,Market Ring Road,central,local_road,moderate,fog,night_lit,car,sudden_lane_change,1,28.61291589224992,77.22523578368966
ACC-0229,2026-05-12,18:15,18,2026-05,L011,Depot Crossing,south,arterial,moderate,rain,dusk,truck,low_visibility,1,28.562562634864292,77.22471843856196
ACC-0697,2026-01-27,18:30,18,2026-01,L002,Riverside Flyover,east,flyover,moderate,clear,daylight,truck,overspeeding,1,28.61213994387692,77.24368651725909
ACC-0905,2026-03-03,07:30,7,2026-03,L011,Depot Crossing,south,junction,minor,rain,night_lit,car,low_visibility,0,28.564366116161246,77.21842590233034
ACC-0359,2026-05-15,13:45,13,2026-05,L002,Riverside Flyover,east,flyover,major,clear,night_poor_light,car,tailgating,1,28.612644514265394,77.23245287217114
ACC-0388,2026-03-01,15:00,15,2026-03,L012,Green Park Turn,west,local_road,critical,wind,night_lit,auto_rickshaw,pedestrian_conflict,3,28.582871116088736,77.1996827538468
ACC-0360,2026-01-29,09:15,9,2026-01,L003,Market Ring Road,central,local_road,moderate,clear,dusk,auto_rickshaw,tailgating,1,28.60295523006508,77.22423799084427
ACC-0271,2026-03-18,15:00,15,2026-03,L012,Green Park Turn,west,arterial,moderate,clear,night_lit,cycle,signal_violation,1,28.58070069092827,77.19973726557008
ACC-0235,2026-06-20,00:05,0,2026-06,L012,Green Park Turn,west,junction,minor,wind,daylight,two_wheeler,wrong_side_entry,0,28.583705793327532,77.19218034381345
ACC-0268,2026-06-23,23:20,23,2026-06,L012,Green Park Turn ,west,arterial,minor,wind,dusk,car,tailgating,0,28.58341721112119,77.19948639226592
ACC-1272,2026-06-09,18:45,18,2026-06,L011,Depot Crossing,south,signalized_crossing,moderate,rain,night_poor_light,auto_rickshaw,wrong_side_entry,0,28.56639893059184,77.22657506635073
ACC-0371,2026-05-19,07:35,7,2026-05,L002,Riverside Flyover,east,flyover,minor,wind,night_poor_light,cycle,wrong_side_entry,0,28.61506962476345,77.24084765947141
ACC-1704,2026-04-29,03:25,3,2026-04,L003,Market Ring Road,central,arterial,minor,fog,dusk,cycle,pedestrian_conflict,0,28.6025389806512,77.222914817995
ACC-0481,2026-06-03,15:40,15,2026-06,L005,Metro Link Turn,west,junction,minor,clear,daylight,auto_rickshaw,wet_surface,0,28.59673979593745,77.1779854828659
ACC-0373,2026-04-01,23:10,23,2026-04,L012,Green Park Turn ,west,junction,critical,wind,daylight,two_wheeler,signal_violation,2,28.569445964035985,77.19091118309593
ACC-1852,2026-04-15,18:00,18,2026-04,L011,Depot Crossing,south,junction,moderate,clear,dusk,car,low_visibility,0,28.572852486488028,77.2279393656632
ACC-0002,2026-05-06,17:20,17,2026-05,L003,Market Ring Road,central,arterial,critical,clear,daylight,car,sudden_lane_change,3,28.602232333875556,77.21769520708676
ACC-0074,2026-03-21,11:20,11,2026-03,L003,Market Ring  Road,central,arterial,minor,clear,daylight,bus,signal_violation,1,28.609762991756998,77.22232029773394
ACC-1262,2026-04-20,23:35,23,2026-04,L003,Market Ring Road,central,junction,major,cloudy,daylight,truck,pedestrian_conflict,2,28.602534067669723,77.22035246852907
ACC-1329,2026-05-23,13:35,13,2026-05,L001,Maple Junction,central,local_road,minor,fog,night_lit,car,pedestrian_conflict,0,28.61771232479643,77.21818814182602
ACC-0185,2026-05-27,14:55,14,2026-05,L011,Depot Crossing,south,local_road,moderate,clear,daylight,bus,overspeeding,1,28.569568515081517,77.22873651829799
ACC-0052,2026-02-12,05:40,5,2026-02,L004,School Gate Road,north,arterial,minor,clear,daylight,car,sudden_lane_change,0,28.63146677478108,77.19639369304677
ACC-0482,2026-06-30,13:05,13,2026-06,L010,Airport Link Signal,east,local_road,minor,rain,dusk,two_wheeler,signal_violation,0,28.626521917084435,77.26484021251382
ACC-0358,2026-03-15,04:40,4,2026-03,L006,Industrial Belt Exit,south,highway_ramp,major,rain,night_lit,cycle,low_visibility,2,28.574707471367514,77.24267075763032
ACC-0729,2026-03-19,09:15,9,2026-03,L007,Lakeview Avenue,west,junction,moderate,clear,night_lit,car,signal_violation,1,28.584058639019343,77.16904697939054
ACC-1692,2026-05-20,16:35,16,2026-05,L012,Green Park Turn,west,arterial,moderate,clear,dusk,bus,low_visibility,0,28.58025889944422,77.18668993050954
ACC-0828,2026-02-10,13:15,13,2026-02,L002,Riverside Flyover,east,flyover,moderate,rain,night_poor_light,bus,tailgating,1,28.621075509359407,77.23643303595126
ACC-0989,2026-04-25,15:25,15,2026-04,L009,Hospital Service Road,central,local_road,minor,rain,night_lit,two_wheeler,pedestrian_conflict,0,28.62808484397585,77.21386561249611
ACC-0515,2026-06-17,08:45,8,2026-06,L006,Industrial Belt Exit,south,local_road,minor,fog,daylight,cycle,wrong_side_entry,0,28.57824871946743,77.23634063440548
ACC-1798,2026-02-06,13:25,13,2026-02,L005,Metro Link Turn,west,junction,moderate,cloudy,daylight,cycle,low_visibility,1,28.598746617072965,77.18208485345367
ACC-1430,2026-01-03,23:10,23,2026-01,L005,Metro Link Turn,west,local_road,moderate,wind,daylight,bus,tailgating,1,28.59518470348565,77.18785042630208
ACC-1888,2026-05-29,12:55,12,2026-05,L008,Old Bridge Approach,north,bridge_approach,critical,,daylight,bus,sudden_lane_change,3,28.651415782524925,77.22279821449544
ACC-0266,2026-04-11,14:15,14,2026-04,L002,Riverside Flyover,east,flyover,moderate,rain,night_poor_light,car,low_visibility,0,28.62088140321942,77.24315236883703
