accident_id,accident_date,accident_time,hour_of_day,month,location_id,location_name,zone,road_type,severity,weather_condition,lighting_condition,vehicle_type,reported_cause,casualties,latitude,longitude,is_severe
ACC-1863,2026-02-13,17:15,17,2026-02,L001,Maple Junction,central,arterial,minor,wind,dusk,two_wheeler,tailgating,0,28.613281509025988,77.21919285631635,False
ACC-1706,2026-06-03,19:30,19,2026-06,L004,School Gate Road,north,arterial,major,clear,night_lit,two_wheeler,wrong_side_entry,2,28.63577489112772,77.20227865319352,True
ACC-1188,2026-05-17,09:55,9,2026-05,L003,Market Ring Road,central,junction,major,Unknown,night_poor_light,car,pedestrian_conflict,1,28.60476575372805,77.22422174175688,True
ACC-1924,2026-02-01,03:00,3,2026-02,L008,Old Bridge Approach,north,bridge_approach,minor,clear,dusk,car,sudden_lane_change,0,28.64984728548764,77.22634827794415,False
ACC-1367,2026-05-19,16:35,16,2026-05,L004,School Gate Road,north,arterial,minor,wind,night_lit,car,wet_surface,0,28.63416339688153,77.20069289556305,False
ACC-0940,2026-05-25,18:40,18,2026-05,L001,Maple Junction,central,arterial,moderate,clear,daylight,auto_rickshaw,wrong_side_entry,1,28.61331201877201,77.20710038311897,False
ACC-0244,2026-06-08,07:55,7,2026-06,L004,School Gate Road,north,local_road,minor,clear,night_poor_light,bus,low_visibility,0,28.63667733338361,77.20216637684734,False
ACC-0687,2026-05-29,18:50,18,2026-05,L009,Hospital Service Road,central,arterial,minor,rain,night_lit,truck,overspeeding,0,28.622307984414117,77.20277464975324,False
ACC-1691,2026-03-13,22:55,22,2026-03,L007,Lakeview Avenue,west,junction,moderate,clear,night_poor_light,bus,low_visibility,1,28.595163611381597,77.1735951713845,False
ACC-1693,2026-01-31,16:10,16,2026-01,L005,Metro Link Turn,west,local_road,moderate,rain,night_poor_light,car,sudden_lane_change,0,28.600479663012987,77.19088876781663,False
ACC-0727,2026-01-04,22:35,22,2026-01,L001,Maple Junction,central,arterial,minor,fog,dusk,car,overspeeding,0,28.61832039234568,77.21096121228719,False
ACC-1764,2026-03-28,12:35,12,2026-03,L012,Green Park Turn,west,junction,critical,rain,dusk,auto_rickshaw,tailgating,3,28.579227626563807,77.1894661619149,True
ACC-0147,2026-03-03,09:05,9,2026-03,L005,Metro Link Turn,west,local_road,major,rain,night_lit,auto_rickshaw,sudden_lane_change,2,28.60251065226953,77.1817457937574,True
ACC-1856,2026-03-02,11:20,11,2026-03,L001,Maple Junction,central,arterial,minor,clear,daylight,truck,wrong_side_entry,0,28.613040998184594,77.213360616141,False
ACC-1868,2026-02-23,16:20,16,2026-02,L001,Maple Junction,central,signalized_crossing,major,fog,dusk,bus,pedestrian_conflict,1,28.61292760009766,77.2095041759199,True
ACC-0626,2026-05-31,06:35,6,2026-05,L001,Maple Junction,central,local_road,minor,clear,night_poor_light,car,tailgating,0,28.604937986960007,77.22271753012194,False
ACC-1294,2026-03-19,09:45,9,2026-03,L005,Metro Link Turn,west,arterial,major,rain,daylight,car,tailgating,2,28.60168442049698,77.18970940625606,True
ACC-0285,2026-06-24,17:20,17,2026-06,L002,Riverside Flyover,east,flyover,minor,wind,daylight,car,overspeeding,0,28.61393192783283,77.23225978884192,False
ACC-0346,2026-01-15,15:10,15,2026-01,L003,Market Ring Road,central,junction,minor,clear,night_lit,bus,pedestrian_conflict,0,28.60979325301393,77.22653343280923,False
ACC-0857,2026-06-17,07:40,7,2026-06,L003,Market Ring Road,central,junction,minor,clear,dusk,two_wheeler,pedestrian_conflict,0,28.598099951920688,77.21805457735763,False
ACC-1626,2026-06-25,07:15,7,2026-06,L003,Market Ring Road,central,local_road,minor,rain,daylight,car,sudden_lane_change,0,28.604312576314708,77.23208271269715,False
ACC-1069,2026-04-18,12:20,12,2026-04,L010,Airport Link Signal,east,local_road,minor,fog,night_lit,bus,tailgating,0,28.630272104337344,77.26751393588894,False
ACC-1544,2026-06-06,13:50,13,2026-06,L003,Market Ring Road,central,junction,minor,clear,night_lit,truck,overspeeding,0,28.61250096539252,77.22855076060047,False
ACC-0111,2026-04-14,17:20,17,2026-04,L006,Industrial Belt Exit,south,local_road,major,wind,daylight,cycle,wrong_side_entry,2,28.570608004602327,77.23674499153186,True
ACC-1304,2026-02-19,03:35,3,2026-02,L008,Old Bridge Approach,north,bridge_approach,moderate,fog,night_poor_light,car,wet_surface,1,28.641681179901447,77.22669784284656,False
ACC-1928,2026-05-01,22:30,22,2026-05,L006,Industrial Belt Exit,south,local_road,moderate,rain,night_lit,bus,tailgating,1,28.569011854297344,77.23778361410587,False
ACC-1631,2026-03-24,21:15,21,2026-03,L002,Riverside Flyover,east,flyover,minor,wind,night_lit,two_wheeler,wet_surface,1,28.61787545163379,77.23376423467049,False
ACC-1763,2026-06-28,06:35,6,2026-06,L009,Hospital Service Road,central,service_road,moderate,rain,night_poor_light,cycle,low_visibility,0,28.62751631449276,77.20626018435014,False
ACC-1845,2026-02-22,21:25,21,2026-02,L010,Airport Link Signal,east,local_road,moderate,clear,daylight,truck,signal_violation,0,28.632520174186283,77.25569113515685,False
ACC-0216,2026-03-19,06:35,6,2026-03,L008,Old Bridge Approach,north,bridge_approach,moderate,fog,night_lit,auto_rickshaw,overspeeding,1,28.65634636673195,77.21339276891624,False
ACC-0859,2026-05-01,22:15,22,2026-05,L011,Depot Crossing,south,local_road,major,rain,dusk,bus,wrong_side_entry,1,28.569971650677427,77.21525358793706,True
ACC-0967,2026-05-13,15:10,15,2026-05,L004,School Gate Road,north,arterial,minor,clear,dusk,two_wheeler,sudden_lane_change,0,28.631445561214296,77.20312590586609,False
ACC-1320,2026-06-23,08:20,8,2026-06,L008,Old Bridge Approach,north,bridge_approach,minor,wind,daylight,car,wrong_side_entry,0,28.651651723486182,77.22323222969831,False
ACC-0167,2026-04-07,10:45,10,2026-04,L003,Market Ring Road,central,local_road,moderate,clear,night_poor_light,two_wheeler,tailgating,0,28.611450219113543,77.23102391654947,False
ACC-1187,2026-06-16,11:45,11,2026-06,L005,Metro Link Turn,west,junction,minor,rain,night_lit,auto_rickshaw,wrong_side_entry,0,28.596821416163497,77.1760695086852,False
ACC-1370,2026-01-28,05:15,5,2026-01,L008,Old Bridge Approach,north,bridge_approach,critical,wind,daylight,two_wheeler,low_visibility,3,28.645732598375066,77.22688083732501,True
ACC-1082,2026-01-21,20:05,20,2026-01,L005,Metro Link Turn,west,arterial,minor,fog,night_poor_light,truck,wrong_side_entry,1,28.594356789043093,77.19002238759907,False
ACC-1273,2026-03-14,15:15,15,2026-03,L001,Maple Junction,central,local_road,minor,cloudy,dusk,two_wheeler,tailgating,0,28.609611716294253,77.21176876128773,False
ACC-1379,2026-04-14,00:45,0,2026-04,L003,Market Ring Road,central,arterial,major,wind,dusk,two_wheeler,sudden_lane_change,2,28.606425073291383,77.21810734343788,True
ACC-1931,2026-05-22,21:00,21,2026-05,L006,Industrial Belt Exit,south,highway_ramp,major,clear,daylight,two_wheeler,wrong_side_entry,2,28.56937152713601,77.2367940365549,True
ACC-0356,2026-05-24,12:30,12,2026-05,L002,Riverside  Flyover,east,flyover,major,clear,dusk,car,wrong_side_entry,1,28.61917979017472,77.23915896448337,True
ACC-1590,2026-03-09,12:05,12,2026-03,L011,Depot Crossing,south,junction,minor,clear,night_lit,car,pedestrian_conflict,0,28.567730717890747,77.2235183546569,False
ACC-1256,2026-02-09,07:45,7,2026-02,L012,Green Park Turn,west,junction,minor,wind,daylight,bus,overspeeding,0,28.56911716588709,77.19361476758809,False
ACC-0999,2026-06-26,16:30,16,2026-06,L005,Metro Link Turn,west,arterial,moderate,rain,night_lit,two_wheeler,signal_violation,0,28.60290042215708,77.18085292905576,False
ACC-1500,2026-03-29,18:50,18,2026-03,L010,Airport Link Signal,east,local_road,moderate,clear,night_lit,car,Unknown,1,28.628670844878847,77.2595445614844,False
ACC-0495,2026-02-10,03:15,3,2026-02,L001,Maple Junction,central,junction,minor,cloudy,daylight,truck,signal_violation,0,28.614564053038848,77.20701026738286,False
ACC-1451,2026-06-12,16:30,16,2026-06,L004,School Gate Road,north,junction,minor,clear,dusk,auto_rickshaw,signal_violation,0,28.63264395757061,77.20667223030935,False
ACC-0218,2026-06-07,15:40,15,2026-06,L007,Lakeview Avenue,west,junction,critical,clear,dusk,truck,wrong_side_entry,3,28.59523411918621,77.1710971359746,True
ACC-0556,2026-02-11,17:30,17,2026-02,L006,Industrial Belt Exit,south,arterial,minor,fog,daylight,truck,signal_violation,0,28.57127247710924,77.24609781863528,False
ACC-0765,2026-06-24,08:35,8,2026-06,L003,Market Ring Road,central,local_road,moderate,wind,night_lit,cycle,wet_surface,1,28.612353052206178,77.22911219537467,False
ACC-1135,2026-05-23,04:40,4,2026-05,L005,Metro Link Turn,west,local_road,major,clear,daylight,two_wheeler,wrong_side_entry,2,28.59841573018039,77.18346490747805,True
ACC-0595,2026-04-03,09:20,9,2026-04,L012,Green Park Turn,west,arterial,minor,clear,dusk,two_wheeler,pedestrian_conflict,0,28.581357525391024,77.18443674303737,False
ACC-0734,2026-02-10,08:15,8,2026-02,L009,Hospital Service Road,central,junction,moderate,wind,daylight,cycle,tailgating,1,28.62531498450683,77.20671561855887,False
ACC-0751,2026-06-21,11:20,11,2026-06,L012,Green Park Turn,west,junction,major,cloudy,daylight,two_wheeler,overspeeding,2,28.574904761831757,77.19269550736941,True
ACC-1656,2026-06-11,08:45,8,2026-06,L009,Hospital Service Road,central,arterial,moderate,clear,dusk,bus,low_visibility,0,28.621541720879847,77.20431538425106,False
ACC-1225,2026-03-06,19:20,19,2026-03,L002,Riverside Flyover,east,flyover,moderate,clear,dusk,truck,low_visibility,0,28.61668088976648,77.24527295888427,False
ACC-0026,2026-04-08,13:15,13,2026-04,L005,Metro Link Turn,west,arterial,minor,rain,night_lit,bus,sudden_lane_change,0,28.6056915516403,77.18454597807252,False
ACC-1164,2026-06-15,21:10,21,2026-06,L009,Hospital Service Road,central,junction,major,clear,night_poor_light,two_wheeler,low_visibility,2,28.618750147337494,77.20783000118215,True
ACC-0195,2026-04-06,07:35,7,2026-04,L010,Airport Link Signal,east,arterial,minor,rain,night_lit,car,wrong_side_entry,0,28.632380243259032,77.26079463375487,False
ACC-0746,2026-01-22,15:30,15,2026-01,L003,Market Ring Road,central,local_road,major,clear,daylight,auto_rickshaw,wet_surface,1,28.603025818154748,77.22450199020389,True
ACC-0768,2026-01-01,19:10,19,2026-01,L005,Metro Link Turn,west,arterial,minor,rain,dusk,bus,pedestrian_conflict,0,28.591001679420284,77.17688241447411,False
ACC-0603,2026-03-01,15:30,15,2026-03,L011,Depot Crossing,south,junction,moderate,fog,night_lit,truck,overspeeding,1,28.56120487422298,77.22003780795549,False
ACC-1290,2026-06-18,10:30,10,2026-06,L009,Hospital Service Road,central,arterial,major,rain,night_poor_light,car,tailgating,1,28.618354833863528,77.21441548117605,True
ACC-0799,2026-02-15,16:50,16,2026-02,L011,Depot Crossing,south,arterial,minor,rain,dusk,car,tailgating,1,28.56449617621419,77.22143200110324,False
ACC-0660,2026-03-01,06:55,6,2026-03,L004,School Gate Road,north,junction,minor,clear,night_lit,truck,low_visibility,0,28.63632860316968,77.19822576744711,False
ACC-0985,2026-03-22,15:05,15,2026-03,L012,Green Park Turn,west,local_road,moderate,clear,night_lit,truck,signal_violation,0,28.569697793489738,77.19045862276211,False
ACC-0440,2026-03-24,19:45,19,2026-03,L009,Hospital Service Road,central,arterial,minor,clear,night_lit,car,signal_violation,1,28.614925669555788,77.20938498329738,False
ACC-1247,2026-04-22,19:55,19,2026-04,L008,Old Bridge Approach,north,bridge_approach,major,clear,dusk,auto_rickshaw,overspeeding,2,28.65669711720408,77.216864373664,True
ACC-0928,2026-03-20,18:20,18,2026-03,L003,Market Ring Road,central,local_road,moderate,clear,night_lit,car,wet_surface,1,28.601347249169347,77.23216205833883,False
ACC-1556,2026-01-01,18:15,18,2026-01,L005,Metro Link Turn,west,arterial,moderate,clear,night_lit,bus,wrong_side_entry,1,28.596373820461608,77.19005591943585,False
ACC-1624,2026-04-17,17:40,17,2026-04,L003,Market Ring Road,central,local_road,critical,rain,dusk,two_wheeler,low_visibility,3,28.599185645662672,77.22567940105758,True
ACC-0659,2026-02-10,01:40,1,2026-02,L007,Lakeview Avenue,west,collector_road,minor,clear,night_poor_light,car,low_visibility,0,28.58351165468619,77.172106228442,False
ACC-1735,2026-06-30,07:00,7,2026-06,L001,Maple Junction,central,signalized_crossing,minor,rain,daylight,truck,wet_surface,0,28.606667209120427,77.22000721920503,False
ACC-1505,2026-03-12,19:45,19,2026-03,L001,Maple-Junction,central,junction,minor,clear,dusk,auto_rickshaw,wrong_side_entry,0,28.610476580576645,77.21773751065344,False
ACC-0384,2026-04-15,14:20,14,2026-04,L005,Metro Link Turn,west,junction,moderate,clear,dusk,two_wheeler,signal_violation,0,28.593740646393968,77.18632567764233,False
ACC-0332,2026-03-30,21:50,21,2026-03,L008,Old Bridge Approach,north,bridge_approach,minor,clear,night_poor_light,auto_rickshaw,overspeeding,0,28.647113176242136,77.21790093742088,False
ACC-1229,2026-06-23,18:25,18,2026-06,L003,Market Ring  Road,central,arterial,critical,wind,daylight,auto_rickshaw,sudden_lane_change,3,28.61271612531615,77.2254894823977,True
ACC-1802,2026-03-25,10:10,10,2026-03,L012,Green Park Turn,west,local_road,moderate,clear,dusk,car,wrong_side_entry,1,28.579170575539028,77.19125943691913,False
ACC-1198,2026-03-30,18:45,18,2026-03,L002,riverside flyover,east,flyover,minor,clear,night_lit,bus,pedestrian_conflict,0,28.61201754734281,77.23964062608022,False
ACC-1959,2026-01-26,10:45,10,2026-01,L011,Depot Crossing,south,signalized_crossing,moderate,clear,dusk,bus,wrong_side_entry,0,28.56974405692709,77.22473896546259,False
ACC-0330,2026-01-08,14:45,14,2026-01,L010,Airport Link Signal,east,arterial,major,rain,night_lit,two_wheeler,wet_surface,2,28.627136156828485,77.25477566441148,True
ACC-0569,2026-01-08,00:20,0,2026-01,L003,Market Ring Road,central,local_road,minor,rain,night_poor_light,truck,low_visibility,0,28.606663326786645,77.22460964619277,False
ACC-1075,2026-03-08,22:10,22,2026-03,L011,Depot  Crossing,south,signalized_crossing,minor,clear,daylight,two_wheeler,low_visibility,0,28.565933510279034,77.21866428381311,False
ACC-0633,2026-02-17,23:30,23,2026-02,L005,Metro Link Turn,west,arterial,minor,cloudy,daylight,auto_rickshaw,sudden_lane_change,0,28.59697517807666,77.18193443041302,False
ACC-0380,2026-02-06,10:35,10,2026-02,L003,Market Ring Road,central,arterial,minor,cloudy,night_poor_light,car,low_visibility,0,28.608477907155446,77.23116018439661,False
ACC-0279,2026-05-11,08:45,8,2026-05,L001,Maple Junction,central,junction,minor,clear,daylight,cycle,overspeeding,0,28.605110375701397,77.22267075168236,False
ACC-0962,2026-04-10,21:15,21,2026-04,L012,Green Park Turn,west,local_road,major,fog,daylight,truck,sudden_lane_change,2,28.58491862134829,77.19971268099825,True
ACC-0146,2026-06-04,02:25,2,2026-06,L001,Maple Junction,central,arterial,major,clear,daylight,bus,overspeeding,1,28.61853286745395,77.2113997083044,True
ACC-1064,2026-04-09,21:25,21,2026-04,L005,Metro Link Turn,west,arterial,critical,clear,daylight,two_wheeler,wet_surface,3,28.605522496048085,77.18252404204412,True
ACC-1192,2026-02-10,12:20,12,2026-02,L006,Industrial Belt Exit,south,junction,minor,rain,daylight,two_wheeler,pedestrian_conflict,0,28.567509315782477,77.23775983768547,False
ACC-1562,2026-02-02,08:25,8,2026-02,L001,Maple Junction,central,arterial,major,clear,dusk,truck,wet_surface,2,28.6175382170575,77.21819357294342,True
ACC-1431,2026-06-09,12:40,12,2026-06,L007,lakeview avenue,west,collector_road,minor,clear,dusk,truck,overspeeding,0,28.589759279597537,77.17358148399126,False
ACC-1742,2026-05-20,16:40,16,2026-05,L009,Hospital Service Road,central,service_road,moderate,Unknown,daylight,car,signal_violation,0,28.6174522330568,77.20431498314576,False
ACC-1235,2026-05-02,08:45,8,2026-05,L001,Maple Junction,central,junction,moderate,rain,daylight,two_wheeler,low_visibility,1,28.60956777087421,77.217006939777,False
ACC-0722,2026-03-25,12:50,12,2026-03,L006,Industrial Belt Exit,south,highway_ramp,minor,clear,night_lit,auto_rickshaw,wrong_side_entry,0,28.57861819624818,77.2479144201549,False
ACC-1373,2026-03-13,02:10,2,2026-03,L002,Riverside Flyover,east,flyover,minor,cloudy,daylight,two_wheeler,wrong_side_entry,0,28.62564984808541,77.24560950171393,False
ACC-0870,2026-05-05,18:10,18,2026-05,L008,Old Bridge Approach,north,bridge_approach,minor,rain,night_poor_light,auto_rickshaw,signal_violation,0,28.6488524241994,77.21703163120254,False
ACC-0559,2026-04-19,18:05,18,2026-04,L008,Old Bridge Approach,north,bridge_approach,critical,clear,night_lit,auto_rickshaw,wet_surface,2,28.648369403600796,77.22153773762554,True
ACC-1007,2026-01-07,17:55,17,2026-01,L009,Hospital Service Road,central,service_road,minor,clear,daylight,car,tailgating,0,28.61364509409039,77.21405290656318,False
ACC-1399,2026-02-11,10:35,10,2026-02,L006,Industrial Belt Exit,south,highway_ramp,moderate,clear,dusk,cycle,low_visibility,1,28.57628925339687,77.25162793403732,False
ACC-1778,2026-01-04,15:15,15,2026-01,L001,Maple-Junction,central,arterial,minor,clear,night_lit,two_wheeler,overspeeding,0,28.615287571851137,77.21488356143652,False
ACC-1108,2026-03-06,02:40,2,2026-03,L004,School Gate Road,north,local_road,moderate,Unknown,daylight,cycle,wrong_side_entry,0,28.641947321303984,77.1964014586531,False
ACC-1068,2026-01-20,18:00,18,2026-01,L012,Green Park Turn ,west,junction,moderate,rain,night_poor_light,auto_rickshaw,wrong_side_entry,1,28.57013147142145,77.1888083039663,False
ACC-1054,2026-02-26,08:05,8,2026-02,L005,Metro Link Turn,west,arterial,moderate,cloudy,dusk,two_wheeler,tailgating,0,28.592523761156823,77.17929994937396,False
ACC-0670,2026-03-31,17:50,17,2026-03,L003,Market Ring Road,central,local_road,minor,clear,night_lit,truck,wet_surface,0,28.60397227938874,77.23142913429395,False
ACC-1604,2026-06-11,12:40,12,2026-06,L012,Green Park Turn,west,local_road,moderate,rain,night_poor_light,two_wheeler,wrong_side_entry,1,28.579105279285628,77.19012839982362,False
ACC-0810,2026-06-13,22:35,22,2026-06,L012,Green Park Turn,west,arterial,moderate,clear,night_lit,bus,tailgating,1,28.57983309552412,77.19996863262033,False
ACC-0698,2026-01-05,08:35,8,2026-01,L010,Airport Link Signal,east,junction,major,clear,Unknown,bus,wrong_side_entry,1,28.63524217791629,77.26407221782712,True
ACC-1241,2026-04-28,14:45,14,2026-01,L003,Market Ring Road,central,arterial,minor,clear,night_lit,cycle,wrong_side_entry,0,28.60867546992073,77.23238263655529,False
ACC-1864,2026-01-13,08:05,8,2026-01,L008,Old Bridge Approach,north,bridge_approach,major,clear,night_lit,two_wheeler,signal_violation,2,28.64839712904336,77.22285546826899,True
ACC-0916,2026-06-24,06:50,6,2026-06,L003,Market Ring Road,central,junction,moderate,clear,dusk,bus,signal_violation,0,28.60861257105479,77.22842728991263,False
ACC-1395,2026-05-22,03:35,3,2026-05,L009,Hospital Service Road,central,junction,critical,clear,night_poor_light,car,sudden_lane_change,3,28.62588069229772,77.21458414913435,True
ACC-1471,2026-06-03,00:40,0,2026-06,L003,Market ring road,central,local_road,major,clear,daylight,truck,wrong_side_entry,1,28.598572235384115,77.23001024721465,True
ACC-0301,2026-05-19,17:50,17,2026-05,L006,Industrial Belt Exit,south,highway_ramp,minor,clear,dusk,car,low_visibility,0,28.567929315212343,77.2424260787508,False
ACC-1750,2026-03-02,12:00,12,2026-03,L006,Industrial Belt Exit,south,local_road,minor,rain,night_poor_light,two_wheeler,tailgating,0,28.570516569005125,77.24112261667507,False
ACC-0825,2026-03-05,15:05,15,2026-03,L004,School Gate Road,north,local_road,critical,clear,night_lit,auto_rickshaw,tailgating,3,28.63874739040435,77.19300549286633,True
ACC-1476,2026-04-21,07:25,7,2026-04,L004,School Gate Road,north,arterial,minor,rain,daylight,truck,sudden_lane_change,0,28.64341547688156,77.19526197238991,False
ACC-0931,2026-05-11,05:10,5,2026-05,L009,Hospital Service Road,central,junction,moderate,fog,daylight,two_wheeler,wet_surface,1,28.616591192567867,77.21368862678493,False
ACC-1775,2026-04-08,11:05,11,2026-04,L004,School Gate Road,north,junction,moderate,cloudy,daylight,cycle,overspeeding,0,28.64125021278223,77.20587930294882,False
ACC-1424,2026-01-18,17:40,17,2026-01,L008,Old Bridge Approach,north,bridge_approach,minor,clear,dusk,bus,overspeeding,0,28.65598895862778,77.21693565408822,False
ACC-0605,2026-06-03,22:30,22,2026-06,L003,Market Ring Road,central,local_road,minor,cloudy,daylight,car,wrong_side_entry,0,28.60640919501793,77.22947900308988,False
ACC-1749,2026-06-19,18:55,18,2026-06,L002,Riverside Flyover,east,flyover,moderate,fog,night_poor_light,two_wheeler,overspeeding,1,28.621986769485165,77.23794161632715,False
ACC-1547,2026-03-12,18:50,18,2026-03,L006,Industrial Belt Exit,south,arterial,moderate,clear,daylight,two_wheeler,low_visibility,0,28.577742337239314,77.23933718058623,False
ACC-0654,2026-04-14,22:10,22,2026-04,L005,Metro Link Turn,west,local_road,minor,wind,daylight,two_wheeler,wet_surface,0,28.592263644723317,77.1843002031974,False
ACC-1115,2026-01-14,21:15,21,2026-01,L002,Riverside Flyover,east,flyover,minor,clear,dusk,truck,low_visibility,0,28.62614245547906,77.23364798384566,False
ACC-0904,2026-02-14,23:40,23,2026-02,L001,Maple Junction,central,arterial,minor,fog,daylight,two_wheeler,pedestrian_conflict,1,28.60789841458224,77.21846323972106,False
ACC-0200,2026-03-30,12:00,12,2026-03,L001,Maple Junction,central,signalized_crossing,minor,wind,night_lit,two_wheeler,wrong_side_entry,1,28.61270960099341,77.20978159706314,False
ACC-1231,2026-02-03,14:45,14,2026-02,L003,Market Ring Road,central,junction,minor,cloudy,dusk,cycle,signal_violation,0,28.608970815736438,77.2306920596548,False
ACC-1184,2026-01-14,18:45,18,2026-01,L005,Metro Link Turn,west,junction,moderate,clear,night_poor_light,bus,wrong_side_entry,1,28.59705359453968,77.1884420186538,False
ACC-0629,2026-06-24,14:50,14,2026-06,L002,Riverside Flyover,east,flyover,moderate,clear,daylight,truck,overspeeding,0,28.62339856926445,77.23116741570402,False
ACC-0627,2026-05-30,14:35,14,2026-05,L008,Old Bridge Approach,north,bridge_approach,major,rain,daylight,car,wrong_side_entry,1,28.65610795648412,77.21782110719731,True
ACC-0957,2026-03-11,17:20,17,2026-03,L002,Riverside Flyover,east,flyover,moderate,clear,night_poor_light,car,tailgating,0,28.619722094751857,77.2428924320679,False
ACC-1338,2026-06-19,23:15,23,2026-06,L008,Old Bridge Approach,north,bridge_approach,minor,clear,daylight,two_wheeler,wet_surface,0,28.646169899198835,77.21324919671997,False
ACC-1757,2026-04-14,07:55,7,2026-04,L012,Green Park Turn,west,junction,critical,rain,daylight,cycle,low_visibility,3,28.580156212196204,77.19736446343558,True
ACC-1821,2026-01-19,22:35,22,2026-01,L001,Maple Junction,central,arterial,minor,rain,daylight,bus,low_visibility,0,28.61645418922123,77.2210106850109,False
ACC-0804,2026-05-23,22:25,22,2026-05,L005,Metro Link Turn,west,local_road,minor,clear,night_lit,bus,signal_violation,0,28.59644314063841,77.17807203971306,False
ACC-1212,2026-06-17,00:40,0,2026-06,L008,Old Bridge Approach,north,bridge_approach,moderate,clear,dusk,auto_rickshaw,overspeeding,1,28.65566842718611,77.22063562234354,False
ACC-0340,2026-05-10,17:40,17,2026-05,L002,Riverside Flyover,east,flyover,moderate,clear,night_poor_light,two_wheeler,low_visibility,0,28.61774470814056,77.23153778396035,False
ACC-1639,2026-04-10,04:15,4,2026-04,L001,Maple Junction,central,junction,moderate,clear,daylight,truck,wet_surface,1,28.611529313270204,77.21412984152336,False
ACC-0256,2026-04-23,09:10,9,2026-04,L001,Maple Junction,central,junction,moderate,fog,Unknown,car,low_visibility,0,28.61062465823239,77.21234067611094,False
ACC-1489,2026-03-13,17:35,17,2026-03,L012,Green Park Turn,west,local_road,moderate,clear,daylight,cycle,tailgating,1,28.576301515096496,77.19537560516265,False
ACC-1602,2026-05-02,17:45,17,2026-05,L004,School Gate Road,north,arterial,minor,clear,night_lit,car,wrong_side_entry,0,28.637810017536744,77.19639011764467,False
ACC-0226,2026-06-27,00:45,0,2026-06,L008,Old Bridge Approach,north,bridge_approach,major,clear,night_lit,car,wet_surface,1,28.64933822592092,77.22671385362248,True
ACC-0124,2026-01-13,11:05,11,2026-01,L006,Industrial Belt Exit,south,highway_ramp,minor,rain,night_lit,bus,pedestrian_conflict,0,28.56566984838124,77.24062135638479,False
ACC-1543,2026-03-25,10:00,10,2026-03,L001,Maple Junction,central,arterial,minor,rain,daylight,cycle,sudden_lane_change,0,28.61784729718769,77.20989576635212,False
ACC-1657,2026-04-19,08:20,8,2026-04,L006,Industrial Belt Exit,south,junction,critical,fog,night_lit,auto_rickshaw,overspeeding,3,28.56348415724469,77.23644829403473,True
ACC-0381,2026-05-20,20:55,20,2026-05,L008,Old Bridge Approach,north,bridge_approach,minor,wind,night_lit,car,tailgating,0,28.646087225747056,77.21787264263355,False
ACC-0406,2026-05-30,11:45,11,2026-05,L006,Industrial Belt Exit,south,local_road,moderate,clear,dusk,auto_rickshaw,overspeeding,0,28.571010349150622,77.24453122099143,False
ACC-1949,2026-06-01,15:10,15,2026-06,L001,Maple Junction,central,arterial,moderate,fog,night_lit,truck,overspeeding,0,28.60514486899663,77.22114822211951,False
ACC-1568,2026-03-08,00:35,0,2026-03,L010,Airport Link Signal,east,arterial,major,clear,night_poor_light,two_wheeler,pedestrian_conflict,1,28.625469625763916,77.26155587394747,True
ACC-0925,2026-01-28,02:50,2,2026-01,L005,Metro Link Turn,west,local_road,minor,rain,daylight,car,signal_violation,1,28.59987600830219,77.1871111188358,False
ACC-1015,2026-01-04,01:10,1,2026-01,L001,Maple Junction,central,arterial,minor,clear,daylight,bus,wet_surface,0,28.61169847102935,77.21856256151929,False
ACC-1871,2026-04-02,21:30,21,2026-04,L003,Market Ring Road,central,local_road,minor,wind,dusk,car,low_visibility,0,28.59977783067829,77.21719164279938,False
ACC-1514,2026-02-09,14:35,14,2026-02,L004,School-Gate Road,north,local_road,minor,clear,dusk,car,overspeeding,0,28.63101596331657,77.20133780807804,False
ACC-0974,2026-02-16,12:50,12,2026-02,L003,Market Ring Road,central,arterial,moderate,Unknown,night_lit,car,pedestrian_conflict,0,28.606202417352904,77.22719064949433,False
ACC-1411,2026-03-23,18:40,18,2026-03,L009,Hospital Service Road,central,junction,minor,fog,dusk,two_wheeler,tailgating,0,28.62259334988681,77.2157208708349,False
ACC-1014,2026-01-12,08:20,8,2026-01,L011,Depot Crossing,south,local_road,major,fog,dusk,two_wheeler,tailgating,1,28.561730172847124,77.217683500461,True
ACC-1442,2026-05-02,21:30,21,2026-05,L004,School Gate Road,north,arterial,major,wind,daylight,bus,sudden_lane_change,2,28.638862448175946,77.20892745038591,True
ACC-0616,2026-03-23,04:05,4,2026-03,L001,Maple Junction,central,arterial,major,clear,dusk,two_wheeler,signal_violation,2,28.605658016424776,77.22229719933705,True
ACC-0565,2026-03-29,16:20,16,2026-03,L003,Market Ring Road,central,junction,moderate,fog,daylight,two_wheeler,tailgating,0,28.59828030388913,77.22219412080021,False
ACC-1374,2026-04-21,07:55,7,2026-04,L006,Industrial Belt Exit,south,local_road,minor,clear,dusk,bus,sudden_lane_change,0,28.566480158159628,77.23803343564127,False
ACC-1838,2026-06-02,14:15,14,2026-06,L001,Maple Junction,central,local_road,minor,cloudy,dusk,car,sudden_lane_change,0,28.61511805054208,77.22129094970802,False
